"code_unique","leaf_code","tree","cohort","leaf","sp","obs_date","Check list_SILVATECH","Comment","team_climbers","team_labecophysio","UC_Rank","code_unique...10","date_fluch_min","date_fluch_max","Age_leaf_max","Age_leaf_min","leaf_anat","leaf_thickness","leaf_area","leaf_drymass","LMA_leaf","Overlap","note_leafArea","code_unique...22","nb_tablets_LMA","tablet_diameter","tablet_dry_mass_1","tablet_dry_mass_2","LMA_lamina","Comment_Leaf_integrity_Scan","file_name_spectro","fv_/_fm","Co","phy_osmo","PTLP","Curve_Name_Li-6800","Author_adjustment_Li","Curve_adj._quality","gm","total number of points","nombre points enleves","sum of squares","Vcmax(25)","Jmax(25)","was TPU ignored while fitting ?","Comment_1","comments_Licor","comments fitting","code_unique_match","date","Age_leaf_mid","Age_leaf_range","SampleID_num.x","Vcmax25","Jmax25","TPU25","Rday25","StdError_Vcmax25","StdError_Jmax25","StdError_TPU25","StdError_Rday25","Tleaf.x","RHs","Qin.x","Patm","sigma","AIC","Model","Fitting_method","Nmass","Cmass","Smass","SampleID.x","Vcmax_Estimate","Jmax_Estimate","Rd_Estimate","Vcmax_Std. Error","Jmax_Std. Error","Rd_Std. Error","RMSE","Vcmax_QC","Jmax_QC","Vcmax_Estimate_tpu","Jmax_Estimate_tpu","Rd_Estimate_tpu","TPU_Estimate","Vcmax_Std.Error_tpu","Jmax_Std.Error_tpu","Rd_Std.Error_tpu","TPU_Std.Error","RMSE_tpu","TPU_improved_vcmax","TPU_improved_rmse","TPU_created_spuriousjmax","TPU_improved_both","useTPU","Vcmax_Estimate_final","Jmax_Estimate_final","Rd_Estimate_final","TPU_Estimate_final","Vcmax_Std.Error_final","Jmax_Std.Error_final","Rd_Std.Error_final","TPU_Std.Error_final","RMSE_final","filename","SampleID.y","obs","A","Ci","CO2_s","CO2_r","gsw","Pa","Qin.y","RHcham","Tleaf.y","SampleID_num.y","Narea","Carea","CNratio","Vcmax25mass","month","cica","vpd","g1.spots","julian_date","LMA_leaf_QC_dist","thickness_QC_dist","leaf_area_QC_dist","leaf_drymass_QC_dist","Narea_QC_dist","Nmass_QC_dist","Cmass_QC_dist","PTLP_QC_dist","Vcmax_Estimate_final_QC_dist","Jmax_Estimate_final_QC_dist","TPU_Estimate_final_QC_dist","QC_totals"
"2.1.3_20221008","2.1.3","2","1","3","Caryocar_glabrum","44842","ok",NA,"N.Barbier_&_S.Fourtier","I.Marechaux",1,"2.1.3_20221008","44677","44698",165,144,0,0.18,86.974,0.9923,114.091567594913,NA,"Full_leaf_w_petiole","2.1.3_20221008",NA,NA,NA,NA,NA,"To Complete","16,17,18",0.809,667,-1.6675,-2.01836,"NA","NA","NA","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA",TRUE,2022-10-08,154.5,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.52,48.32,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173.419182744268,5512.90454618622,31.7894736842105,NA,"Oct",NA,NA,NA,281,0,0,0,0,0,0,0,0,NA,NA,NA,0
"2.1.3_20221128","2.1.3","2","1","3","Caryocar_glabrum","28/11/2022","ok",NA,"I.Clocher_&_J.Cazal","I.Clocher_&_N.Besson",1,"2.1.3_20221128","44677","44698",216,195,0,0.180333333333333,68.38,0.9171,134.118163205616,NA,"Full_leaf_w_petioles","2.1.3_20221128",NA,NA,NA,NA,NA,"To Complete","19,20,21",0.781,603,-1.5075,-1.88524,"NA","NA","NA","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA",TRUE,2022-11-28,205.5,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32,47.27,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.035975431413,6339.76557472945,35.8106060606061,NA,"Nov",NA,NA,NA,332,0,0,0,0,0,0,0,0,NA,NA,NA,0
"20.1.1_20220208","20.1.1","20","1","1","Sextonia_rubra","44600","ok",NA,"I.Clocher_&_G.Olivier","G.Olivier",1,"20.1.1_20220208","44403","44425",197,175,0,0.326333333333333,23.082,0.3595,155.749068538255,NA,NA,"20.1.1_20220208",NA,NA,NA,NA,NA,"To Complete","2,3,4",0.76,453,-1.1325,-1.57324,"NA","NA","NA","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA",TRUE,2022-02-08,186,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89,51.04,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.616670999047,7949.43245819253,57.3483146067416,NA,"Feb",NA,NA,NA,39,0,0,0,0,0,0,0,0,NA,NA,NA,0
"20.1.1_20220704","20.1.1","20","1","1","Sextonia_rubra","44746","ok",NA,"I.Clocher_&_J.Octavie","I.Clocher_&_L.Bonhomme",1,"20.1.1_20220704","44403","44425",343,321,0,0.32,21.624,0.3068,141.879393266741,NA,NA,"20.1.1_20220704",NA,NA,NA,NA,NA,"To Complete","1,2,3",0.814,584,-1.46,-1.84572,"NA","NA","NA","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA",TRUE,2022-07-04,332,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,51.58,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141.879393266741,7318.13910469848,51.58,NA,"Jul",NA,NA,NA,185,0,0,0,0,0,0,0,0,NA,NA,NA,0
"20.1.1_20221010","20.1.1","20","1","1","Sextonia_rubra","44844","ok",NA,"N.Barbier_&_J.Cazal","I.Marechaux",1,"20.1.1_20221010","44803","44824",41,20,0,0.3,24.058,0.2616,108.737218388894,NA,NA,"20.1.1_20221010",NA,NA,NA,NA,NA,"To Complete","1,2,3",0.839,558,-1.395,-1.79164,"NA","NA","NA","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA",TRUE,2022-10-10,30.5,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,50.47,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.698312411672,5487.96741208746,45.4684684684685,NA,"Oct",NA,NA,NA,283,0,0,0,0,0,0,0,0,NA,NA,NA,0
"20.1.1_20230117","20.1.1","20","1","1","Sextonia_rubra","17/01/2023","ok",NA,"J.Cazal_&_J.Octavie","N.Besson",1,"20.1.1_20230117","44803","44824",140,119,0,0.292,41.346,0.6663,161.152227543172,NA,NA,"20.1.1_20230117",NA,NA,NA,NA,NA,"To Complete","1,2,3",0.818,569,-1.435,-1.82492,"Sextonia_20.1.1","N.Besson","1","21.459","257","8","11.172639999999999",25.1029028988803,43.9277567212469,"yes",NA,"Avant courbe A = 8 et gsw = 0.158 ; plateau à A = 15, Close Log à CO2_r = 1742.6 car plateau atteint","QC OK, Fitting OK",TRUE,2023-01-17,129.5,21,"80",42.4882382751731,77.7985869627956,4.61249469776196,0.371834889111162,0.219038699146965,0.298589392119818,0.0465349697778226,0.034284729093466,33.0254133183559,66.7425750477241,1199.99832468655,101.116968894756,0.214767788534677,-51.3059321341547,"Ac_Aj_Ap","A-Ci curve",0.97,49.42,0.14,"20.1.1_20230117",23.3574570522301,60.3239593404108,0.35017592677854,0.305983591537862,NA,0.0414450806406113,4.19809686470764,"good","good",23.3381025189385,60.5059362900875,0.347228926834004,4.9051440446926,0.299212966919831,NA,0.0411233060649624,NA,4.13808317330815,1,1,0,2,2,23.3381025189385,60.5059362900875,0.347228926834004,4.9051440446926,0.299212966919831,NA,0.0411233060649624,NA,4.13808317330815,"ACi_20.1.1_20230117.xlsx","20.1.1_20230117",64.5,7.29598870876694,288.873333844242,399.334580357143,416.487169642857,0.117386088025288,101.127964285714,1199.98955357143,66.7872793824437,32.5650741071429,80,156.317660716877,7964.14308518357,50.9484536082474,0.144820229138231,"Jan",0.958816043960196,1.6399051506499,29.8137493410615,17,0,0,0,0,0,0,0,0,0,0,0,0
"20.1.2_20220208","20.1.2","20","1","2","Sextonia_rubra","44600","ok",NA,"I.Clocher_&_G.Olivier","G.Olivier",1,"20.1.2_20220208","44403","44425",197,175,0,0.312,32.554,0.5261,161.608404497143,NA,NA,"20.1.2_20220208",NA,NA,NA,NA,NA,"To Complete","5,6,7",0.753,474,-1.185,-1.61692,"NA","NA","NA","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA",TRUE,2022-02-08,186,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19,51.54,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192.3140013516,8329.29716778276,43.3109243697479,NA,"Feb",NA,NA,NA,39,0,0,0,0,0,0,0,0,NA,NA,NA,0
"20.1.2_20220704","20.1.2","20","1","2","Sextonia_rubra","44746","ok",NA,"I.Clocher_&_J.Octavie","I.Clocher_&_L.Bonhomme",1,"20.1.2_20220704","44403","44425",343,321,0,0.32,25.661,0.3531,137.601808191419,NA,NA,"20.1.2_20220704",NA,NA,NA,NA,NA,"To Complete","4,5,6",0.814,611,-1.5275,-1.90188,"NA","NA","NA","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA",TRUE,2022-07-04,332,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96,50.88,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.097735863762,7001.18000077939,53,NA,"Jul",NA,NA,NA,185,0,0,0,0,0,0,0,0,NA,NA,NA,0
"20.1.2_20221010","20.1.2","20","1","2","Sextonia_rubra","44844","ok",NA,"N.Barbier_&_J.Cazal","I.Marechaux",1,"20.1.2_20221010","44803","44824",41,20,1,0.28,30.428,0.3464,113.842513474431,NA,NA,"20.1.2_20221010",2,0.8,0.0048,0.0041,88.5748407643312,"To Complete","4,5,6",0.811,696,-1.74,-2.07868,"Sextonia_20.1.2","N.Besson","1","30","299","11","12.734629999999999",6.6560805388515,10.8939958731386,"yes",NA,"ok","QC OK, Fitting OK après petit nettoyage",TRUE,2022-10-10,30.5,21,"81",27.2140336561885,44.1963770494791,2.66640150032017,0.986510799290938,0.566735989344848,0.59152424096668,0.0456769783245966,0.0819934609775197,34.5026275013684,70.0066097301071,1199.9983418856,101.242394341817,0.476169780607035,402.633731177637,"Ac_Aj_Ap","A-Ci curve",1.04,50.39,0.15,"20.1.2_20221010",12.5082147078359,33.0186390451788,0.998449018895889,0.786745666482178,NA,0.0834717416661288,7.0920461340264,"good","good",12.5967410233726,36.7754014896945,1.01038463746586,2.54829566773878,0.655442930923146,NA,0.0799983706197155,NA,6.62218208757068,1,1,0,2,2,12.5967410233726,36.7754014896945,1.01038463746586,2.54829566773878,0.655442930923146,NA,0.0799983706197155,NA,6.62218208757068,"ACi_20.1.2_20221010.xlsx","20.1.2_20221010",64,2.3689091802458,302.890907462663,402.754714285714,413.831285714286,0.0424447388131157,101.263714285714,1199.98428571429,69.6244664612412,34.5232714285714,81,118.396214013409,5736.5242539766,48.4519230769231,0.110650587719163,"Oct",0.973234088840206,1.65025605191128,46.7101161474159,283,0,0,0,0,0,0,0,0,0,0,0,0
"20.1.2_20230117","20.1.2","20","1","2","Sextonia_rubra","17/01/2023","ok",NA,"J.Cazal_&_J.Octavie","N.Besson",1,"20.1.2_20230117","44803","44824",140,119,1,0.33,36.824,0.5624,152.726482728655,NA,NA,"20.1.2_20230117",2,0.8,0.0065,0.0072,136.345541401274,"To Complete","4,5,6",0.801,662,-1.435,-1.82492,"Sextonia_20.1.2","N.Besson","1","21.789000000000001","374","21","54.96613",15.8416204470098,30.9054165285399,"yes",NA,"Avant courbe A = 3.0 et gsw = 0.03, bon rapport Ci/Ca ; A max à 12, courbe pas top, pas de plateau","QC OK, Fitting OK",TRUE,2023-01-17,129.5,21,"82",28.5313212008299,53.9863393591285,NA,-0.688742850075434,0.461146059819275,0.445767814381254,NA,0.0707634761482791,33.5872986530218,66.9914857218882,1200.00414645404,101.059538600289,0.555905899191892,630.165339211223,"Ac_Aj","A-Ci curve",1.17,49.41,0.15,"20.1.2_20230117",14.4761844778335,42.0949864416097,-0.803137761066625,0.576672481141665,NA,0.0838200192210317,11.0129414630992,"good","good",14.4761844778335,42.0949864416097,-0.803137761066625,NA,0.576672481141665,NA,0.0838200192210317,NA,11.0129414630992,0,0,0,0,0,14.4761844778335,42.0949864416097,-0.803137761066625,NA,0.576672481141665,NA,0.0838200192210317,NA,11.0129414630992,"ACi_20.1.2_20230117.xlsx","20.1.2_20230117",64.5,3.31985717239485,202.718258370273,403.722910714286,416.691571428571,0.0277624546773355,101.072348214286,1199.97482142857,66.7615816273247,33.7060848214286,82,178.689984792527,7546.21551162285,42.2307692307692,0.0947850315099112,"Jan",0.968877074547432,1.73528910553659,41.0085286460555,17,0,0,0,0,0,0,0,0,0,0,NA,0
"20.1.3_20220208","20.1.3","20","1","3","Sextonia_rubra","44600","ok",NA,"I.Clocher_&_G.Olivier","G.Olivier",1,"20.1.3_20220208","44403","44425",197,175,0,0.344,37.822,0.6508,172.069166093808,NA,NA,"20.1.3_20220208",NA,NA,NA,NA,NA,"To Complete","8,9,10",0.793,483,-1.2075,-1.63564,"NA","NA","NA","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA",TRUE,2022-02-08,186,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,45.4,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206.482999312569,7811.94014065888,37.8333333333333,NA,"Feb",NA,NA,NA,39,0,0,0,0,0,0,1,0,NA,NA,NA,1
"20.1.3_20220704","20.1.3","20","1","3","Sextonia_rubra","44746","ok",NA,"I.Clocher_&_J.Octavie","I.Clocher_&_L.Bonhomme",1,"20.1.3_20220704","44403","44425",343,321,1,0.36,18.501,0.2792,150.910761580455,NA,NA,"20.1.3_20220704",2,0.8,0.006,0.0071,130.374203821656,"To Complete","7,8,9",0.806,575,-1.4375,-1.827,"NA","NA","NA","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA",TRUE,2022-07-04,332,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21,51.37,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182.602021512351,7752.28582238798,42.4545454545455,NA,"Jul",NA,NA,NA,185,0,0,0,0,0,0,0,0,NA,NA,NA,0
"20.1.3_20221010","20.1.3","20","1","3","Sextonia_rubra","44844","ok",NA,"N.Barbier_&_J.Cazal","I.Marechaux",1,"20.1.3_20221010","44803","44824",41,20,0,0.34,30.13,0.3462,114.902090939263,NA,NA,"20.1.3_20221010",NA,NA,NA,NA,NA,"To Complete","7,8,9",0.832,576,-1.44,-1.82908,"Sextonia_20.1.3","N.Besson","1","30","299","27","9.8658850000000005",7.18052487759667,13.7398447110428,"no",NA,"courbe pas terible mais ok","QC OK, Fitting parfais lorsqu'on ignore pas TPU, sinon les points de la courbes dyn ne s'alignent pas sur la courbe de regénération du Ru-BP",TRUE,2022-10-10,30.5,21,"83",26.562346450626,NA,NA,1.32278499104715,0.655284287215853,NA,NA,0.104763079699968,33.9603204804046,70.0920565853516,1200.00123261694,101.315188369153,0.60819268030863,214.300124085137,"Ac","A-Ci curve",1.02,49.63,0.15,"20.1.3_20221010",13.0786368928192,35.2937282095693,1.34737046248117,0.871991511822925,NA,0.10891407328483,10.1238884330313,"good","good",13.4855241833557,796155.106768653,1.41965960273518,2.75577172040732,0.766496787984301,NA,0.104824613756829,NA,7.96291951456531,1,1,1,2,0,13.0786368928192,35.2937282095693,1.34737046248117,NA,0.871991511822925,NA,0.10891407328483,NA,10.1238884330313,"ACi_20.1.3_20221010.xlsx","20.1.3_20221010",64.5,2.38478868402718,298.914300283109,405.530830357143,416.345294642857,0.0390696696716491,101.315508928571,1200.01383928571,70.199547623177,33.7839678571429,83,117.200132758048,5702.59077331563,48.656862745098,0.113824185320809,"Oct",0.974025251576361,1.57914727903977,47.1227019507259,283,0,0,0,0,0,0,0,0,0,0,NA,0
"20.1.3_20230117","20.1.3","20","1","3","Sextonia_rubra","17/01/2023","ok",NA,"J.Cazal_&_J.Octavie","N.Besson",1,"20.1.3_20230117","44803","44824",140,119,0,0.33,54.042,0.4513,83.5091225343251,NA,"leaf area checked, dry mass ??","20.1.3_20230117",NA,NA,NA,NA,NA,"To Complete","7,8,9",0.817,634,-1.435,-1.82492,"NA","NA","NA","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA",TRUE,2023-01-17,129.5,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88,50.83,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.4880278302061,4244.76869841975,57.7613636363636,NA,"Jan",NA,NA,NA,17,0,0,0,0,0,0,0,0,NA,NA,NA,0
"20.1.4_20220208","20.1.4","20","1","4","Sextonia_rubra","44600","ok",NA,"I.Clocher_&_G.Olivier","G.Olivier",1,"20.1.4_20220208","44403","44425",197,175,1,0.353666666666667,55.64,0.9094,163.443565780014,NA,NA,"20.1.4_20220208",2,0.8,0.015,NA,149.283439490446,"To Complete","11,12,13",0.778,433,-1.0825,-1.53164,"NA","NA","NA","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA",TRUE,2022-02-08,186,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16,53.74,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189.594536304817,8783.45722501797,46.3275862068966,NA,"Feb",NA,NA,NA,39,0,0,0,0,0,0,0,0,NA,NA,NA,0
"20.1.4_20220704","20.1.4","20","1","4","Sextonia_rubra","44746","ok",NA,"I.Clocher_&_J.Octavie","I.Clocher_&_L.Bonhomme",1,"20.1.4_20220704","44403","44425",343,321,0,0.31,27.837,0.3966,142.472249164781,NA,NA,"20.1.4_20220704",NA,NA,NA,NA,NA,"To Complete","10,11,12",0.825,608,-1.52,-1.89564,"NA","NA","NA","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA",TRUE,2022-07-04,332,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97,50.5,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.198081689837,7194.84858282143,52.0618556701031,NA,"Jul",NA,NA,NA,185,0,0,0,0,0,0,0,0,NA,NA,NA,0
"20.1.5_20220208","20.1.5","20","1","5","Sextonia_rubra","44600","ok",NA,"I.Clocher_&_G.Olivier","G.Olivier",1,"20.1.5_20220208","44403","44425",197,175,0,0.325,24.805,0.3994,161.015924208829,NA,NA,"20.1.5_20220208",NA,NA,NA,NA,NA,"To Complete","14,15,16",0.766,501,-1.2525,-1.67308,"NA","NA","NA","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA",TRUE,2022-02-08,186,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19,50.8,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191.608949808506,8179.60894980851,42.6890756302521,NA,"Feb",NA,NA,NA,39,0,0,0,0,0,0,0,0,NA,NA,NA,0
"20.2.1_20220208","20.2.1","20","2","1","Sextonia_rubra","44600","ok",NA,"I.Clocher_&_G.Olivier","G.Olivier",2,"20.2.1_20220208","NA","NA",NA,NA,0,0.378333333333333,23.645,0.4391,185.705223091563,NA,NA,"20.2.1_20220208",NA,NA,NA,NA,NA,"To Complete","17,19,20",0.787,561,-1.4025,-1.79788,"NA","NA","NA","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA",TRUE,2022-02-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13,52.29,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209.846902093466,9710.52611545781,46.2743362831858,NA,"Feb",NA,NA,NA,39,0,0,0,0,0,0,0,0,NA,NA,NA,0
"20.2.1_20220704","20.2.1","20","2","1","Sextonia_rubra","44746","ok",NA,"I.Clocher_&_J.Octavie","I.Clocher_&_L.Bonhomme",2,"20.2.1_20220704","NA","NA",NA,NA,0,0.34,31.871,0.5249,164.695177434031,NA,NA,"20.2.1_20220704",NA,NA,NA,NA,NA,"To Complete","13,14,15",0.8,594,-1.485,-1.86652,"NA","NA","NA","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA",TRUE,2022-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03,50.99,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169.636032757052,8397.80709736124,49.504854368932,NA,"Jul",NA,NA,NA,185,0,0,0,0,0,0,0,0,NA,NA,NA,0
"20.2.1_20221010","20.2.1","20","2","1","Sextonia_rubra","44844","ok",NA,"N.Barbier_&_J.Cazal","I.Marechaux",2,"20.2.1_20221010","44403","44425",441,419,0,0.31,35.772,0.5244,146.595102314659,NA,NA,"20.2.1_20221010",NA,NA,NA,NA,NA,"To Complete","10,11,12",0.817,600,-1.5,-1.879,"NA","NA","NA","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA",TRUE,2022-10-10,430,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93,49.4,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.333445152633,7241.79805434418,53.1182795698925,NA,"Oct",NA,NA,NA,283,0,0,0,0,0,0,0,0,NA,NA,NA,0
"20.2.1_20230117","20.2.1","20","2","1","Sextonia_rubra","17/01/2023","ok",NA,"J.Cazal_&_J.Octavie","N.Besson",2,"20.2.1_20230117","44403","44425",540,518,0,0.33,49.987,0.8553,171.104487166663,NA,NA,"20.2.1_20230117",NA,NA,NA,NA,NA,"To Complete","10,11,12",0.749,718,-1.435,-1.82492,"Sextonia_20.2.1","N.Besson","1","2.19","374","29","59.147010000000002",17.3891345865806,33.951470011213,"yes",NA,"Avant courbe A = 2.8 et gsw = 0.048; plateau à A = 9, Belle courbe","QC OK, Fitting OK",TRUE,2023-01-17,529,22,"84",20.4925691255128,43.2370834423185,NA,-0.214643299472342,0.199325239175561,0.222933854613508,NA,0.037927002300637,33.4803288906435,67.0856009373356,1200.00056176439,100.997324701706,0.255867546805392,40.8314811765411,"Ac_Aj","A-Ci curve",1.07,51.83,0.16,"20.2.1_20230117",10.8603322809401,32.5906229375277,-0.231386666349216,0.234963099453676,NA,0.0382035238870282,3.64718068151778,"good","good",10.8603322809401,32.5906229375277,-0.231386666349216,NA,0.234963099453676,NA,0.0382035238870282,NA,3.64718068151778,0,0,0,0,0,10.8603322809401,32.5906229375277,-0.231386666349216,NA,0.234963099453676,NA,0.0382035238870282,NA,3.64718068151778,"ACi_20.2.1_20230117.xlsx","20.2.1_20230117",64,3.69854099524148,283.512935156923,399.791,413.073625,0.0558101218221185,101.012375,1200.085,67.3588989218864,33.34165,84,183.08180126833,8868.34556984816,48.4392523364486,0.0634719314541509,"Jan",0.967844412724245,1.69540199875296,39.1909189468044,17,0,0,0,0,0,0,0,0,0,0,NA,0
"20.2.2_20220208","20.2.2","20","2","2","Sextonia_rubra","44600","ok",NA,"I.Clocher_&_G.Olivier","G.Olivier",2,"20.2.2_20220208","NA","NA",NA,NA,1,0.363333333333333,18.134,0.2977,164.166758575052,NA,NA,"20.2.2_20220208",2,0.8,0.0153,NA,152.269108280255,"To Complete","21,22,23",0.803,485,-1.2125,-1.6398,"NA","NA","NA","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA",TRUE,2022-02-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02,52.66,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167.450093746553,8645.02150656226,51.6274509803922,NA,"Feb",NA,NA,NA,39,0,0,0,0,0,0,0,0,NA,NA,NA,0
